fid,geo_point_2d,nom,epci,legende_sdic,geo_shape
234,"45.1349818046693,5.714047326021921",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.714047326021921,45.1349818046693],[5.71347,45.134511],[5.713255,45.13414699999989],[5.711904,45.133375],[5.711153,45.132376],[5.711002,45.132074],[5.711002,45.131497999999894],[5.711217,45.130817],[5.711517,45.129818],[5.711603,45.128032],[5.711195,45.123217],[5.710895,45.119932],[5.710616,45.119054],[5.709629,45.11808399999988],[5.708642,45.117297],[5.707998,45.11599499999989],[5.707912,45.115040999999884],[5.708041,45.113436],[5.707483,45.113421],[5.707119,45.113784],[5.705938,45.114571999999875],[5.705424835918044,45.11436464138762]]]}"
235,"45.08105099999989,5.765226",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.765226,45.08105099999989],[5.765859,45.081415],[5.76534552487106,45.082515536668545]]]}"
236,"45.086483,5.77015",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.77015,45.086483],[5.76896,45.08673999999989],[5.76823,45.086665],[5.767211,45.086134],[5.766599,45.084005999999896],[5.766148,45.082748],[5.765569,45.082853999999884],[5.765419,45.082581],[5.76534552487106,45.082515536668545]]]}"
237,"45.07512522104547,5.770339671961079",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.770339671961079,45.07512522104547],[5.770670503283222,45.07438016575127],[5.771262881326871,45.073179140033176]]]}"
238,"45.056486,5.772436",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.772436,45.056486],[5.778172642107863,45.05305976394692],[5.77868,45.054409],[5.777425,45.05544],[5.776845,45.055622],[5.776995,45.056493],[5.776845,45.056705],[5.774356,45.056887],[5.773573,45.056811999999894],[5.773487,45.057077],[5.771813,45.056834],[5.772436,45.056486]]]}"
239,"45.057804,5.770333",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.770333,45.057804],[5.771341,45.057191],[5.771813,45.056834]]]}"
240,"45.0727677839303,5.767720346682191",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.767720346682191,45.0727677839303],[5.767479,45.072725],[5.766846,45.072255],[5.765998,45.071732],[5.765483,45.071626],[5.76529,45.07146],[5.764711,45.071399],[5.764333452920488,45.069545428551834]]]}"
241,"45.0817965228429,5.768640420922782",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.768640420922782,45.0817965228429],[5.768938,45.080157],[5.76911,45.07945999999989],[5.76941,45.078991],[5.769539,45.078248],[5.768573,45.078218],[5.768595977563884,45.07633344223603],[5.768559856853491,45.07620411238236]]]}"
242,"45.0779,5.771856",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.771856,45.0779],[5.770655,45.077945],[5.769539,45.078248]]]}"
243,"45.081080242558244,5.771813055352445",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.771813055352445,45.081080242558244],[5.771298,45.083309],[5.771041,45.085006],[5.771127,45.085824]]]}"
244,"45.075676198752284,5.776134340166652",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.776134340166652,45.075676198752284],[5.77447881716734,45.075864550920485],[5.77293366236798,45.076364655388886],[5.772584142812089,45.07637206124455]]]}"
245,"45.16863035062189,5.731766019477139",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.731766019477139,45.16863035062189],[5.732052,45.168393],[5.732052,45.1668949999999],[5.731301,45.165866],[5.731366,45.164777]]]}"
246,"45.16469092130272,5.728685788138131",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.728685788138131,45.16469092130272],[5.731366,45.164777]]]}"
247,"45.110755,5.678365",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.678365,45.110755],[5.676842,45.109832],[5.675511,45.10915],[5.675061,45.108711],[5.674202,45.108348],[5.673323,45.107515],[5.6727,45.106756999999895],[5.6724,45.107121],[5.67225,45.107651]]]}"
248,"45.11984827196473,5.672383381506292",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.672383381506292,45.11984827196473],[5.672774268881131,45.11960490054671],[5.672682295381168,45.11945887719764],[5.672358088793805,45.119103552153796],[5.672362687468801,45.11905000983205],[5.672401776206283,45.11899484496317],[5.672558131156218,45.11862166944943],[5.672634009293688,45.118511338830125],[5.672928324493567,45.11820630600758],[5.673237,45.117811999999894],[5.67345027410585,45.11726199193178],[5.673413484705865,45.11678820647382],[5.673344504580892,45.116445845355585],[5.672893834431084,45.115670251907225],[5.672851,45.11551],[5.672597219893706,45.11393729791274],[5.672578825193716,45.11382209030415],[5.672593,45.113799]]]}"
249,"45.13786264040244,5.686180247931733",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.686180247931733,45.13786264040244],[5.685425,45.137826],[5.684352,45.136282],[5.685425,45.134102],[5.685339,45.1328],[5.684091476740942,45.132110669600515]]]}"
250,"45.132110669600515,5.684091476740942",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.684091476740942,45.132110669600515],[5.683841842515618,45.1314924824575],[5.683722276965668,45.13078522437429],[5.682678,45.128047],[5.682545016166159,45.12765761101196],[5.681560899716569,45.12637277408513],[5.68095387461682,45.1257368339904],[5.680554,45.125488],[5.679546680067406,45.124607698394485],[5.678958049667648,45.1241339739318],[5.67858,45.12352],[5.67746807896827,45.12297235894272],[5.676649514818612,45.12272575606906],[5.676281620818766,45.12257649591718],[5.675453859319108,45.12194375832817],[5.673215,45.120416],[5.672521341756235,45.11994886518095],[5.672392578856289,45.119848271964756]]]}"
251,"45.156198,5.684556",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.684556,45.156198],[5.684097068978003,45.156785790385044],[5.683807352453118,45.15719925148476],[5.68356592201572,45.15734842102745],[5.683204926028369,45.1575381252079],[5.68315434060339,45.15758838860287],[5.683080761803422,45.157588388602846],[5.682970393603467,45.15757703880785],[5.682572608216134,45.15747489055126],[5.682441545978686,45.157482997562454],[5.682294388378748,45.1575219112001],[5.682179421503799,45.15756893181005],[5.682025507951091,45.15767448697015]]]}"
252,"45.158913798977494,5.695957058022881",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.695957058022881,45.158913798977494],[5.695746,45.1573179999999],[5.695617,45.15672]]]}"
253,"45.062603745383925,5.676151840955172",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.676151840955172,45.062603745383925],[5.675039,45.061002999999886],[5.67328,45.059608],[5.672681635209802,45.059291402265245],[5.671836840451265,45.05867287807283]]]}"
254,"45.110429040811994,5.680656397827867",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.680656397827867,45.110429040811994],[5.681074877252691,45.11041281340483],[5.681603724877475,45.110429040811994],[5.682537255902084,45.1104971958716],[5.683788095501566,45.110633505746826],[5.684220370951387,45.11084770632157],[5.684615857001221,45.11212640211973],[5.685339,45.112906],[5.686804826300312,45.114813517183954],[5.687604995749979,45.115267847805775],[5.690382595448824,45.11674764246763],[5.691155172848503,45.11725387920023],[5.69131152779844,45.11748752540821],[5.691571779436309,45.11745416401402]]]}"
255,"45.20589154020186,5.836954122957279",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.836954122957279,45.20589154020186],[5.838439,45.204545],[5.839459,45.20391],[5.840199,45.203185],[5.839083,45.202036],[5.838454963362788,45.20149552820161],[5.838245594570279,45.20143678501169]]]}"
256,"45.20042499999989,5.831798",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.831798,45.20042499999989],[5.832903,45.199609],[5.833322,45.199201],[5.833783,45.198513],[5.833887825984069,45.1981368547274]]]}"
257,"45.16451737893487,5.720672303064819",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.720672303064819,45.16451737893487],[5.720553328913741,45.1641883477904],[5.718834,45.16275],[5.717053,45.161751],[5.716502256820435,45.1616396681839]]]}"
258,"45.178640289749374,5.773468892929002",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.773468892929002,45.178640289749374],[5.771213,45.17753],[5.76896,45.178392],[5.76793,45.178195],[5.766664,45.177167],[5.765603120839869,45.17641684540963]]]}"
259,"45.17259929656421,5.766183131563992",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.766183131563992,45.17259929656421],[5.765752,45.172984],[5.765988,45.173249],[5.767318,45.174285],[5.768790897922223,45.17464958365022]]]}"
260,"45.183781880036086,5.759489535987501",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.759489535987501,45.183781880036086],[5.763799,45.182627],[5.766503,45.181848],[5.769519172170205,45.1811165704927]]]}"
261,"45.18568659581294,5.761206603806973",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.761206603806973,45.18568659581294],[5.761814,45.185304],[5.762393,45.1845319999999],[5.764561,45.183685],[5.766792,45.183534],[5.767908,45.183595],[5.768487,45.183292],[5.770483,45.182733],[5.772822,45.182217999999885],[5.773129240445982,45.18212585206149]]]}"
262,"45.180670481727,5.750422861999351",,GAM,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.750422861999351,45.180670481727],[5.752759,45.180751],[5.754728727330038,45.18092263156228]]]}"
263,"45.184457,5.752051",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.752051,45.184457],[5.752051,45.185546],[5.751579,45.185712],[5.752094,45.186559],[5.75185807377352,45.187089705848194],[5.752309785178655,45.18721512164338],[5.752975780527403,45.187509624325465]]]}"
264,"45.189250999999885,5.751364",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.751364,45.189250999999885],[5.751312826168332,45.18898216866503],[5.751499898568438,45.18853840223285],[5.751723472900275,45.18809784807719],[5.752006362871166,45.18773768448237],[5.752170621563942,45.18754313087824],[5.752309785178655,45.18721512164338]]]}"
265,"45.16260441734609,5.763390588030875",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.763390588030875,45.16260441734609],[5.767657083007459,45.16200224355233]]]}"
266,"45.16453579553438,5.768358339373757",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.768358339373757,45.16453579553438],[5.767608,45.164596],[5.766943,45.164838],[5.766374,45.165034],[5.765986262794685,45.16552665113929]]]}"
267,"45.172337,5.745442",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.745442,45.172337],[5.745511201779734,45.17227013242681],[5.745906629026254,45.17219893060321],[5.746614824975957,45.17203034808747],[5.746959725600814,45.1718714910295],[5.747346014300653,45.17161213161521],[5.748546384129024,45.17081528782927],[5.749047524049948,45.17050659886507],[5.7494016220248,45.170435273434606],[5.749792509399636,45.170299106455715],[5.750252376899445,45.17000731897613],[5.750617354271188,45.16995908857385]]]}"
268,"45.175846026309735,5.749755719999651",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.749755719999651,45.175846026309735],[5.749712,45.175624],[5.749583,45.174988],[5.746837,45.171993],[5.746806169591808,45.17194221730849]]]}"
269,"45.17856458828288,5.773746374630528",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.773746374630528,45.17856458828288],[5.773757916667049,45.17857770917824],[5.774131,45.179118],[5.773315,45.179738],[5.772543,45.180751],[5.771427,45.181296],[5.771229009282056,45.18156801266713]]]}"
270,"45.17992444645854,5.76876136299003",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.76876136299003,45.17992444645854],[5.768455,45.179284],[5.768992,45.179019],[5.769056,45.178747],[5.768927,45.178414]]]}"
271,"45.16398831378286,5.717567904465014",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.717567904465014,45.16398831378286],[5.721216,45.164611]]]}"
272,"45.17289462609322,5.758865252873098",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.758865252873098,45.17289462609322],[5.761299,45.177015],[5.762329,45.177802],[5.763788,45.179375],[5.764122469659206,45.17967520826247]]]}"
273,"45.15955699999989,5.723791",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.723791,45.15955699999989],[5.722976,45.157764]]]}"
274,"45.18214611688505,5.747951951320807",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.747951951320807,45.18214611688505],[5.748098947891593,45.18165463702321],[5.749068,45.179133],[5.750098,45.176955],[5.749755,45.175835]]]}"
275,"45.15919299681306,5.730950537092033",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.730950537092033,45.15919299681306],[5.730915,45.160253],[5.733533,45.160253],[5.73525,45.160072],[5.739042445022973,45.160476599708986],[5.739139775271403,45.16048640397198],[5.739522121607344,45.16051946658398],[5.739822739364385,45.16036695356447]]]}"
276,"45.160476599708986,5.739042445022973",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.739042445022973,45.160476599708986],[5.740442,45.161433],[5.741365,45.161267],[5.741524366357978,45.16134917250756],[5.741665,45.161554],[5.742266,45.163823999999885],[5.742545,45.164641],[5.74281421461288,45.16476802961914]]]}"
277,"45.166939694019746,5.738580126342921",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.738580126342921,45.166939694019746],[5.733404,45.168847],[5.733318,45.169028],[5.733318,45.169028]]]}"
278,"45.161282,5.730743",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.730743,45.161282],[5.73086989354792,45.16114217709626],[5.730967725498664,45.1610068645143],[5.730915,45.160253]]]}"
279,"45.17038724175506,5.715590166336918",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.715590166336918,45.17038724175506],[5.717163995607669,45.16935366895071],[5.718856,45.168211],[5.720695693193617,45.16736367874882]]]}"
280,"45.15864276878214,5.745839125945046",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.745839125945046,45.15864276878214],[5.747244,45.1588009999999],[5.747373,45.159345],[5.747523,45.159406],[5.74791,45.160858],[5.748683329588781,45.16178838450607]]]}"
281,"45.151190396721354,5.746045347915367",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.746045347915367,45.151190396721354],[5.744698111456393,45.15211196772915],[5.746108951353346,45.15355953811803],[5.747832026309458,45.15435874432507],[5.748514317735034,45.154411752503684],[5.751278,45.156530999999895]]]}"
282,"45.1850826232845,5.68907845014641",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.68907845014641,45.1850826232845],[5.688869604257577,45.1850331988077],[5.688601,45.185062],[5.688086,45.185364],[5.687592,45.185122],[5.686283,45.185077],[5.685554,45.185364],[5.682077,45.187678],[5.68109,45.18846399999989],[5.68064,45.189357],[5.67991,45.189841],[5.677185,45.190763],[5.674396,45.190884],[5.672529,45.191791],[5.671327,45.192502],[5.668838,45.192941],[5.668302,45.193529999999896],[5.667765,45.194906]]]}"
283,"45.187678,5.682077",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.682077,45.187678],[5.684716834841252,45.188277915955396]]]}"
